idcliente;retorno_fornecedora
76725;10 - Cancelado
76728;10 - Cancelado
76734;10 - Cancelado
76737;10 - Cancelado
76741;10 - Cancelado
76743;10 - Cancelado
76744;10 - Cancelado
76747;10 - Cancelado
76752;10 - Cancelado
76755;10 - Cancelado
76795;10 - Cancelado
76803;10 - Cancelado
76850;10 - Cancelado
76856;10 - Cancelado
76872;10 - Cancelado
76880;10 - Cancelado
76895;10 - Cancelado
76897;10 - Cancelado
76922;10 - Cancelado
76964;10 - Cancelado
76979;10 - Cancelado
76981;10 - Cancelado
77063;10 - Cancelado
77073;10 - Cancelado
77078;10 - Cancelado
77100;10 - Cancelado
77109;10 - Cancelado
77130;10 - Cancelado
77147;10 - Cancelado
77155;10 - Cancelado
77183;10 - Cancelado
77204;10 - Cancelado
77210;10 - Cancelado
77214;10 - Cancelado
77235;10 - Cancelado
77236;10 - Cancelado
77237;10 - Cancelado
77262;10 - Cancelado
77264;10 - Cancelado
77267;10 - Cancelado
77269;10 - Cancelado
77339;10 - Cancelado
77355;10 - Cancelado
77404;10 - Cancelado
77489;10 - Cancelado
77493;10 - Cancelado
77508;10 - Cancelado
77511;10 - Cancelado
77514;10 - Cancelado
77516;10 - Cancelado
77560;10 - Cancelado
77561;10 - Cancelado
77601;10 - Cancelado
77604;10 - Cancelado
77626;10 - Cancelado
77644;10 - Cancelado
77647;10 - Cancelado
77654;10 - Cancelado
77668;10 - Cancelado
77670;10 - Cancelado
77679;10 - Cancelado
77699;10 - Cancelado
77700;10 - Cancelado
77704;10 - Cancelado
77705;10 - Cancelado
77712;10 - Cancelado
77724;10 - Cancelado
77726;10 - Cancelado
77732;10 - Cancelado
77734;10 - Cancelado
77755;10 - Cancelado
77761;10 - Cancelado
77771;10 - Cancelado
77818;10 - Cancelado
77836;10 - Cancelado
77841;10 - Cancelado
77876;10 - Cancelado
77878;10 - Cancelado
77902;10 - Cancelado
77906;10 - Cancelado
77918;10 - Cancelado
77934;10 - Cancelado
77958;10 - Cancelado
77966;10 - Cancelado
77975;10 - Cancelado
77979;10 - Cancelado
77983;10 - Cancelado
78007;10 - Cancelado
78019;10 - Cancelado
78059;10 - Cancelado
78080;10 - Cancelado
78110;10 - Cancelado
78118;10 - Cancelado
78127;10 - Cancelado
78149;10 - Cancelado
78153;10 - Cancelado
78170;10 - Cancelado
78229;10 - Cancelado
78246;10 - Cancelado
78264;10 - Cancelado
78270;10 - Cancelado
78300;10 - Cancelado
78302;10 - Cancelado
78327;10 - Cancelado
78337;10 - Cancelado
78363;10 - Cancelado
78367;10 - Cancelado
78379;10 - Cancelado
78385;10 - Cancelado
78393;10 - Cancelado
78402;10 - Cancelado
78423;10 - Cancelado
78436;10 - Cancelado
78480;10 - Cancelado
78507;10 - Cancelado
78509;10 - Cancelado
78514;10 - Cancelado
78525;10 - Cancelado
78532;10 - Cancelado
78542;10 - Cancelado
78571;10 - Cancelado
78581;10 - Cancelado
78602;10 - Cancelado
78610;10 - Cancelado
78613;10 - Cancelado
78639;10 - Cancelado
78681;10 - Cancelado
78703;10 - Cancelado
78735;10 - Cancelado
78740;10 - Cancelado
78746;10 - Cancelado
78761;10 - Cancelado
78774;10 - Cancelado
78805;10 - Cancelado
78820;10 - Cancelado
78829;10 - Cancelado
78833;10 - Cancelado
78840;10 - Cancelado
78851;10 - Cancelado
78882;10 - Cancelado
78890;10 - Cancelado
78917;10 - Cancelado
78948;10 - Cancelado
78952;10 - Cancelado
79017;10 - Cancelado
79018;10 - Cancelado
79022;10 - Cancelado
79023;10 - Cancelado
79033;10 - Cancelado
79084;10 - Cancelado
79109;10 - Cancelado
79131;10 - Cancelado
79156;10 - Cancelado
79182;10 - Cancelado
79183;10 - Cancelado
79195;13 - Denunciado - Compensação
79205;10 - Cancelado
79209;10 - Cancelado
79216;10 - Cancelado
79223;10 - Cancelado
79234;10 - Cancelado
79256;10 - Cancelado
79259;10 - Cancelado
79262;10 - Cancelado
79271;10 - Cancelado
79273;10 - Cancelado
79276;10 - Cancelado
79278;10 - Cancelado
79281;10 - Cancelado
79289;10 - Cancelado
79296;10 - Cancelado
79308;10 - Cancelado
79325;10 - Cancelado
79326;10 - Cancelado
79350;10 - Cancelado
79354;10 - Cancelado
79363;10 - Cancelado
79371;10 - Cancelado
79391;10 - Cancelado
79410;10 - Cancelado
79423;10 - Cancelado
79444;10 - Cancelado
79470;10 - Cancelado
79474;10 - Cancelado
79488;10 - Cancelado
79489;10 - Cancelado
79508;10 - Cancelado
79509;10 - Cancelado
79541;10 - Cancelado
79551;10 - Cancelado
79576;10 - Cancelado
79580;10 - Cancelado
79596;10 - Cancelado
79614;10 - Cancelado
79619;10 - Cancelado
79634;10 - Cancelado
79662;10 - Cancelado
79671;10 - Cancelado
79672;10 - Cancelado
79689;10 - Cancelado
79709;10 - Cancelado
79726;10 - Cancelado
79747;10 - Cancelado
79749;10 - Cancelado
79776;10 - Cancelado
79811;10 - Cancelado
79832;10 - Cancelado
79853;10 - Cancelado
79854;10 - Cancelado
79867;10 - Cancelado
79871;10 - Cancelado
79893;10 - Cancelado
79910;10 - Cancelado
79930;10 - Cancelado
79941;10 - Cancelado
79958;10 - Cancelado
79964;10 - Cancelado
79983;10 - Cancelado
79985;10 - Cancelado
79994;10 - Cancelado
80024;10 - Cancelado
80045;10 - Cancelado
80058;10 - Cancelado
80062;10 - Cancelado
80063;10 - Cancelado
80079;10 - Cancelado
80080;10 - Cancelado
80091;10 - Cancelado
80093;10 - Cancelado
80123;10 - Cancelado
80128;10 - Cancelado
80147;10 - Cancelado
80162;10 - Cancelado
80193;10 - Cancelado
80219;10 - Cancelado
80229;10 - Cancelado
80239;10 - Cancelado
80242;10 - Cancelado
80243;10 - Cancelado
80247;10 - Cancelado
80248;10 - Cancelado
80298;10 - Cancelado
80312;10 - Cancelado
80317;10 - Cancelado
80321;10 - Cancelado
80374;10 - Cancelado
80379;10 - Cancelado
80403;10 - Cancelado
80405;10 - Cancelado
80416;10 - Cancelado
80419;10 - Cancelado
80437;10 - Cancelado
80443;10 - Cancelado
80453;10 - Cancelado
80489;10 - Cancelado
80537;10 - Cancelado
80538;10 - Cancelado
80547;10 - Cancelado
80558;10 - Cancelado
80561;10 - Cancelado
80605;10 - Cancelado
80634;10 - Cancelado
80643;10 - Cancelado
80651;10 - Cancelado
80661;10 - Cancelado
80662;10 - Cancelado
80676;10 - Cancelado
80680;10 - Cancelado
80681;10 - Cancelado
80685;10 - Cancelado
80719;10 - Cancelado
80720;10 - Cancelado
80729;10 - Cancelado
80791;10 - Cancelado
80796;10 - Cancelado
80798;10 - Cancelado
80801;10 - Cancelado
80861;10 - Cancelado
80874;10 - Cancelado
80878;10 - Cancelado
80884;10 - Cancelado
80960;10 - Cancelado
80966;10 - Cancelado
80982;10 - Cancelado
81000;10 - Cancelado
81002;10 - Cancelado
81006;10 - Cancelado
81020;10 - Cancelado
81027;10 - Cancelado
81053;10 - Cancelado
81065;10 - Cancelado
81110;10 - Cancelado
81120;10 - Cancelado
81150;10 - Cancelado
81203;10 - Cancelado
81204;10 - Cancelado
81216;10 - Cancelado
81234;10 - Cancelado
81243;10 - Cancelado
81248;10 - Cancelado
81254;10 - Cancelado
81256;10 - Cancelado
81261;10 - Cancelado
81300;10 - Cancelado
81306;10 - Cancelado
81327;10 - Cancelado
81334;10 - Cancelado
81364;10 - Cancelado
81372;10 - Cancelado
81387;10 - Cancelado
81390;10 - Cancelado
81407;10 - Cancelado
81429;10 - Cancelado
81458;10 - Cancelado
81463;10 - Cancelado
81488;10 - Cancelado
81507;10 - Cancelado
81534;10 - Cancelado
81540;10 - Cancelado
81595;10 - Cancelado
81622;10 - Cancelado
81631;10 - Cancelado
81647;10 - Cancelado
81675;10 - Cancelado
81702;10 - Cancelado
81724;10 - Cancelado
81727;10 - Cancelado
81730;10 - Cancelado
81751;10 - Cancelado
81771;10 - Cancelado
81807;10 - Cancelado
81818;10 - Cancelado
81821;10 - Cancelado
81828;10 - Cancelado
81839;10 - Cancelado
81842;10 - Cancelado
81853;10 - Cancelado
81873;10 - Cancelado
81875;10 - Cancelado
81881;10 - Cancelado
81893;10 - Cancelado
81910;10 - Cancelado
81921;10 - Cancelado
81947;10 - Cancelado
81972;10 - Cancelado
82040;10 - Cancelado
82044;10 - Cancelado
82086;10 - Cancelado
82142;10 - Cancelado
82147;10 - Cancelado
82154;10 - Cancelado
82166;10 - Cancelado
82174;10 - Cancelado
82204;10 - Cancelado
82217;10 - Cancelado
82227;10 - Cancelado
82237;10 - Cancelado
82240;10 - Cancelado
82267;10 - Cancelado
82297;10 - Cancelado
82315;10 - Cancelado
82342;13 - Denunciado - Compensação
82346;10 - Cancelado
82347;10 - Cancelado
82360;10 - Cancelado
82369;10 - Cancelado
82400;10 - Cancelado
82407;10 - Cancelado
82426;10 - Cancelado
82430;10 - Cancelado
82440;10 - Cancelado
82453;10 - Cancelado
82455;10 - Cancelado
82466;10 - Cancelado
82471;10 - Cancelado
82499;10 - Cancelado
82506;10 - Cancelado
82511;10 - Cancelado
82512;10 - Cancelado
82554;10 - Cancelado
82561;10 - Cancelado
82574;10 - Cancelado
82576;10 - Cancelado
82589;10 - Cancelado
82614;10 - Cancelado
82696;10 - Cancelado
82728;10 - Cancelado
82731;10 - Cancelado
82739;10 - Cancelado
82741;10 - Cancelado
82775;10 - Cancelado
82777;10 - Cancelado
82781;10 - Cancelado
82789;10 - Cancelado
82791;10 - Cancelado
82792;10 - Cancelado
82807;10 - Cancelado
82820;10 - Cancelado
82844;10 - Cancelado
82860;10 - Cancelado
82891;10 - Cancelado
82901;10 - Cancelado
82925;10 - Cancelado
82931;10 - Cancelado
82947;10 - Cancelado
82951;10 - Cancelado
82953;10 - Cancelado
82958;10 - Cancelado
82974;10 - Cancelado
82986;10 - Cancelado
83017;10 - Cancelado
83057;10 - Cancelado
83073;10 - Cancelado
83075;10 - Cancelado
83114;10 - Cancelado
83120;10 - Cancelado
83128;10 - Cancelado
83235;10 - Cancelado
83247;10 - Cancelado
83248;10 - Cancelado
83288;10 - Cancelado
83307;10 - Cancelado
83319;10 - Cancelado
83326;10 - Cancelado
83360;10 - Cancelado
83375;10 - Cancelado
83376;10 - Cancelado
83385;10 - Cancelado
83396;10 - Cancelado
83402;10 - Cancelado
83411;10 - Cancelado
83450;10 - Cancelado
83476;10 - Cancelado
83478;10 - Cancelado
83488;10 - Cancelado
83504;10 - Cancelado
83511;10 - Cancelado
83523;10 - Cancelado
83525;10 - Cancelado
83541;10 - Cancelado
83563;10 - Cancelado
83565;13 - Denunciado - Compensação
83571;10 - Cancelado
83591;10 - Cancelado
83653;10 - Cancelado
83671;10 - Cancelado
83672;10 - Cancelado
83673;10 - Cancelado
83683;10 - Cancelado
83691;10 - Cancelado
83696;10 - Cancelado
83701;10 - Cancelado
83715;10 - Cancelado
83720;10 - Cancelado
83722;10 - Cancelado
83728;10 - Cancelado
83768;10 - Cancelado
83798;10 - Cancelado
83807;10 - Cancelado
83810;10 - Cancelado
83818;10 - Cancelado
83820;10 - Cancelado
83911;10 - Cancelado
83930;10 - Cancelado
84003;10 - Cancelado
84022;10 - Cancelado
84038;10 - Cancelado
84041;10 - Cancelado
84081;10 - Cancelado
84129;10 - Cancelado
84131;10 - Cancelado
84200;10 - Cancelado
84203;10 - Cancelado
84207;10 - Cancelado
84249;10 - Cancelado
84280;10 - Cancelado
84304;10 - Cancelado
84320;10 - Cancelado
84353;10 - Cancelado
84357;10 - Cancelado
84404;10 - Cancelado
84418;10 - Cancelado
84430;10 - Cancelado
84456;10 - Cancelado
84466;10 - Cancelado
84475;10 - Cancelado
84488;10 - Cancelado
84508;10 - Cancelado
84521;10 - Cancelado
84554;10 - Cancelado
84574;10 - Cancelado
84578;10 - Cancelado
84599;10 - Cancelado
84679;10 - Cancelado
84691;10 - Cancelado
84709;10 - Cancelado
84723;10 - Cancelado
84770;10 - Cancelado
84789;10 - Cancelado
84807;10 - Cancelado
84862;10 - Cancelado
84868;10 - Cancelado
84885;10 - Cancelado
84935;10 - Cancelado
84942;10 - Cancelado
84944;10 - Cancelado
84947;10 - Cancelado
84963;10 - Cancelado
85031;10 - Cancelado
85032;10 - Cancelado
85039;10 - Cancelado
85057;10 - Cancelado
85100;10 - Cancelado
85102;13 - Denunciado - Compensação
85105;10 - Cancelado
85144;10 - Cancelado
85170;10 - Cancelado
85190;10 - Cancelado
85211;10 - Cancelado
85269;10 - Cancelado
85324;10 - Cancelado
85326;10 - Cancelado
85333;10 - Cancelado
85350;10 - Cancelado
85368;10 - Cancelado
85389;10 - Cancelado
85418;10 - Cancelado
85433;10 - Cancelado
85468;10 - Cancelado
85486;10 - Cancelado
85498;10 - Cancelado
85533;10 - Cancelado
85555;10 - Cancelado
85573;10 - Cancelado
85575;10 - Cancelado
85578;10 - Cancelado
85631;10 - Cancelado
85663;10 - Cancelado
85670;10 - Cancelado
85713;10 - Cancelado
85715;10 - Cancelado
85738;10 - Cancelado
85774;10 - Cancelado
85799;10 - Cancelado
85818;10 - Cancelado
85832;10 - Cancelado
85853;10 - Cancelado
85857;10 - Cancelado
85858;10 - Cancelado
85879;10 - Cancelado
85901;10 - Cancelado
85918;10 - Cancelado
85922;10 - Cancelado
85960;10 - Cancelado
85973;10 - Cancelado
85998;10 - Cancelado
86016;10 - Cancelado
86042;10 - Cancelado
86051;10 - Cancelado
86064;10 - Cancelado
86083;10 - Cancelado
86089;10 - Cancelado
86098;10 - Cancelado
86110;10 - Cancelado
86122;10 - Cancelado
86125;10 - Cancelado
86129;10 - Cancelado
86147;10 - Cancelado
86159;10 - Cancelado
86174;10 - Cancelado
86190;10 - Cancelado
86236;10 - Cancelado
86252;10 - Cancelado
86281;10 - Cancelado
86330;10 - Cancelado
86337;10 - Cancelado
86377;10 - Cancelado
86380;10 - Cancelado
86399;10 - Cancelado
86409;10 - Cancelado
86441;10 - Cancelado
86487;10 - Cancelado
86491;10 - Cancelado
86495;10 - Cancelado
86605;10 - Cancelado
86629;10 - Cancelado
86648;10 - Cancelado
86663;10 - Cancelado
86665;10 - Cancelado
86678;10 - Cancelado
86706;10 - Cancelado
86713;10 - Cancelado
86729;10 - Cancelado
86730;10 - Cancelado
86742;10 - Cancelado
86750;10 - Cancelado
86754;10 - Cancelado
86760;10 - Cancelado
86771;10 - Cancelado
86773;10 - Cancelado
86778;10 - Cancelado
86783;10 - Cancelado
86804;10 - Cancelado
86838;10 - Cancelado
86851;10 - Cancelado
86867;10 - Cancelado
86880;10 - Cancelado
86885;10 - Cancelado
86887;10 - Cancelado
86893;10 - Cancelado
86906;10 - Cancelado
86909;10 - Cancelado
86934;10 - Cancelado
86940;10 - Cancelado
86953;10 - Cancelado
86971;10 - Cancelado
86996;10 - Cancelado
87021;10 - Cancelado
87023;10 - Cancelado
87044;10 - Cancelado
87052;10 - Cancelado
87069;10 - Cancelado
87070;10 - Cancelado
87074;10 - Cancelado
87085;10 - Cancelado
87132;10 - Cancelado
87149;10 - Cancelado
87219;10 - Cancelado
87239;10 - Cancelado
87273;10 - Cancelado
87281;10 - Cancelado
87307;10 - Cancelado
87318;10 - Cancelado
87351;10 - Cancelado
87380;10 - Cancelado
87401;10 - Cancelado
87436;10 - Cancelado
87441;10 - Cancelado
87448;10 - Cancelado
87455;10 - Cancelado
87457;10 - Cancelado
87458;10 - Cancelado
87467;10 - Cancelado
87471;10 - Cancelado
87483;10 - Cancelado
87487;10 - Cancelado
87503;10 - Cancelado
87522;13 - Denunciado - Compensação
87546;10 - Cancelado
87586;10 - Cancelado
87590;10 - Cancelado
87593;10 - Cancelado
87605;10 - Cancelado
87625;10 - Cancelado
87650;10 - Cancelado
87663;10 - Cancelado
87668;10 - Cancelado
87670;10 - Cancelado
87688;10 - Cancelado
87718;10 - Cancelado
87742;10 - Cancelado
87760;10 - Cancelado
87780;10 - Cancelado
87783;10 - Cancelado
87856;10 - Cancelado
87870;10 - Cancelado
87873;10 - Cancelado
87891;10 - Cancelado
87895;10 - Cancelado
87907;10 - Cancelado
87916;10 - Cancelado
87926;10 - Cancelado
87963;10 - Cancelado
88012;10 - Cancelado
88026;10 - Cancelado
88046;10 - Cancelado
88048;10 - Cancelado
88052;10 - Cancelado
88089;10 - Cancelado
88091;10 - Cancelado
88112;10 - Cancelado
88119;10 - Cancelado
88127;10 - Cancelado
88149;10 - Cancelado
88193;10 - Cancelado
88205;10 - Cancelado
88229;10 - Cancelado
88238;10 - Cancelado
88296;10 - Cancelado
88307;10 - Cancelado
88327;10 - Cancelado
88328;10 - Cancelado
88334;10 - Cancelado
88339;10 - Cancelado
88356;10 - Cancelado
88361;10 - Cancelado
88378;10 - Cancelado
88379;10 - Cancelado
88391;10 - Cancelado
88392;10 - Cancelado
88415;10 - Cancelado
88468;10 - Cancelado
88470;10 - Cancelado
88484;10 - Cancelado
88492;13 - Denunciado - Compensação
88514;10 - Cancelado
88531;10 - Cancelado
88553;10 - Cancelado
88555;10 - Cancelado
88601;10 - Cancelado
88604;10 - Cancelado
88626;10 - Cancelado
88632;10 - Cancelado
88645;10 - Cancelado
88671;10 - Cancelado
88677;10 - Cancelado
88687;10 - Cancelado
88724;10 - Cancelado
88729;10 - Cancelado
88824;10 - Cancelado
88829;10 - Cancelado
88834;10 - Cancelado
88849;10 - Cancelado
88855;10 - Cancelado
88863;10 - Cancelado
88865;10 - Cancelado
88882;10 - Cancelado
88892;10 - Cancelado
88901;10 - Cancelado
88909;10 - Cancelado
88914;10 - Cancelado
88921;10 - Cancelado
88962;10 - Cancelado
88979;10 - Cancelado
88986;10 - Cancelado
88999;10 - Cancelado
89024;10 - Cancelado
89031;10 - Cancelado
89064;10 - Cancelado
89067;10 - Cancelado
89070;10 - Cancelado
89072;10 - Cancelado
89093;10 - Cancelado
89152;10 - Cancelado
89169;10 - Cancelado
89178;10 - Cancelado
89183;10 - Cancelado
89197;10 - Cancelado
89209;10 - Cancelado
89216;10 - Cancelado
89229;10 - Cancelado
89235;10 - Cancelado
89257;10 - Cancelado
89262;10 - Cancelado
89265;10 - Cancelado
89266;10 - Cancelado
89277;10 - Cancelado
89291;10 - Cancelado
89301;10 - Cancelado
89311;10 - Cancelado
89322;10 - Cancelado
89339;10 - Cancelado
89391;10 - Cancelado
89405;10 - Cancelado
89446;10 - Cancelado
89460;10 - Cancelado
89462;10 - Cancelado
89471;10 - Cancelado
89483;10 - Cancelado
89486;10 - Cancelado
89498;10 - Cancelado
89518;10 - Cancelado
89532;10 - Cancelado
89537;10 - Cancelado
89548;10 - Cancelado
89559;10 - Cancelado
89561;10 - Cancelado
89562;10 - Cancelado
89587;10 - Cancelado
89592;10 - Cancelado
89607;10 - Cancelado
89613;10 - Cancelado
89615;10 - Cancelado
89639;10 - Cancelado
89644;10 - Cancelado
89651;10 - Cancelado
89653;10 - Cancelado
89685;10 - Cancelado
89701;10 - Cancelado
89730;10 - Cancelado
89746;10 - Cancelado
89748;10 - Cancelado
89776;10 - Cancelado
89824;10 - Cancelado
89832;10 - Cancelado
89833;10 - Cancelado
89855;10 - Cancelado
89867;10 - Cancelado
89870;10 - Cancelado
89876;10 - Cancelado
89890;10 - Cancelado
89909;10 - Cancelado
89910;10 - Cancelado
89915;10 - Cancelado
89917;10 - Cancelado
89931;10 - Cancelado
89939;10 - Cancelado
89943;10 - Cancelado
89961;10 - Cancelado
89980;10 - Cancelado
89993;10 - Cancelado
89997;10 - Cancelado
90003;10 - Cancelado
90046;10 - Cancelado
90055;10 - Cancelado
90058;10 - Cancelado
90062;10 - Cancelado
90065;10 - Cancelado
90067;10 - Cancelado
90106;10 - Cancelado
90115;10 - Cancelado
90121;10 - Cancelado
90124;10 - Cancelado
90136;10 - Cancelado
90143;10 - Cancelado
90162;10 - Cancelado
90195;10 - Cancelado
90196;10 - Cancelado
90214;10 - Cancelado
90221;10 - Cancelado
90259;10 - Cancelado
90271;10 - Cancelado
90279;10 - Cancelado
90283;10 - Cancelado
90301;10 - Cancelado
90312;10 - Cancelado
90358;10 - Cancelado
90359;10 - Cancelado
90363;10 - Cancelado
90379;10 - Cancelado
90382;10 - Cancelado
90383;10 - Cancelado
90393;10 - Cancelado
90408;10 - Cancelado
90420;10 - Cancelado
90428;10 - Cancelado
90465;10 - Cancelado
90486;10 - Cancelado
90500;10 - Cancelado
90520;10 - Cancelado
90538;10 - Cancelado
90559;10 - Cancelado
90627;10 - Cancelado
90629;10 - Cancelado
90641;10 - Cancelado
90683;10 - Cancelado
90689;10 - Cancelado
90698;10 - Cancelado
90744;10 - Cancelado
90746;10 - Cancelado
90785;10 - Cancelado
90789;10 - Cancelado
90799;10 - Cancelado
90800;10 - Cancelado
90842;10 - Cancelado
90843;10 - Cancelado
90851;10 - Cancelado
90861;10 - Cancelado
90883;10 - Cancelado
90899;10 - Cancelado
90914;10 - Cancelado
90922;10 - Cancelado
90928;10 - Cancelado
90929;10 - Cancelado
90943;10 - Cancelado
90975;10 - Cancelado
91000;10 - Cancelado
91002;10 - Cancelado
91044;10 - Cancelado
91056;10 - Cancelado
91057;10 - Cancelado
91074;10 - Cancelado
91094;10 - Cancelado
91122;10 - Cancelado
91125;10 - Cancelado
91136;10 - Cancelado
91138;10 - Cancelado
91141;10 - Cancelado
91143;10 - Cancelado
91146;10 - Cancelado
91181;10 - Cancelado
91232;10 - Cancelado
91252;10 - Cancelado
91297;10 - Cancelado
91298;10 - Cancelado
91299;10 - Cancelado
91300;10 - Cancelado
91317;10 - Cancelado
91319;10 - Cancelado
91336;10 - Cancelado
91345;10 - Cancelado
91347;10 - Cancelado
91352;10 - Cancelado
91370;10 - Cancelado
91393;10 - Cancelado
91396;10 - Cancelado
91411;10 - Cancelado
91424;10 - Cancelado
91425;10 - Cancelado
91436;10 - Cancelado
91437;10 - Cancelado
91438;10 - Cancelado
91452;10 - Cancelado
91459;10 - Cancelado
91463;10 - Cancelado
91512;10 - Cancelado
91533;10 - Cancelado
91536;10 - Cancelado
91538;10 - Cancelado
91638;10 - Cancelado
91644;10 - Cancelado
91647;10 - Cancelado
91660;10 - Cancelado
91669;10 - Cancelado
91681;10 - Cancelado
91722;10 - Cancelado
91740;10 - Cancelado
91767;10 - Cancelado
91776;10 - Cancelado
91796;10 - Cancelado
91807;10 - Cancelado
91829;10 - Cancelado
91848;10 - Cancelado
91867;10 - Cancelado
91870;10 - Cancelado
91885;10 - Cancelado
91887;10 - Cancelado
91945;10 - Cancelado
91954;10 - Cancelado
91955;10 - Cancelado
91962;10 - Cancelado
91964;10 - Cancelado
91969;10 - Cancelado
91970;10 - Cancelado
91988;10 - Cancelado
92011;10 - Cancelado
92022;10 - Cancelado
92033;10 - Cancelado
92045;10 - Cancelado
92055;13 - Denunciado - Compensação
92060;10 - Cancelado
92063;10 - Cancelado
92064;10 - Cancelado
92076;10 - Cancelado
92109;10 - Cancelado
92111;10 - Cancelado
92117;10 - Cancelado
92130;10 - Cancelado
92170;10 - Cancelado
92181;10 - Cancelado
92203;10 - Cancelado
92218;10 - Cancelado
92237;10 - Cancelado
92241;10 - Cancelado
92242;10 - Cancelado
92249;10 - Cancelado
92256;10 - Cancelado
92257;10 - Cancelado
92265;10 - Cancelado
92268;10 - Cancelado
92302;10 - Cancelado
92311;10 - Cancelado
92313;10 - Cancelado
92325;10 - Cancelado
92343;10 - Cancelado
92369;10 - Cancelado
92372;13 - Denunciado - Compensação
92393;10 - Cancelado
92443;10 - Cancelado
92458;10 - Cancelado
92470;10 - Cancelado
92472;10 - Cancelado
92485;10 - Cancelado
92506;10 - Cancelado
92531;10 - Cancelado
92532;10 - Cancelado
92550;10 - Cancelado
92563;10 - Cancelado
92567;10 - Cancelado
92569;10 - Cancelado
92616;10 - Cancelado
92634;10 - Cancelado
92662;10 - Cancelado
92664;10 - Cancelado
92694;10 - Cancelado
92709;10 - Cancelado
92732;10 - Cancelado
92743;10 - Cancelado
92761;10 - Cancelado
92805;10 - Cancelado
92824;10 - Cancelado
92845;10 - Cancelado
92861;10 - Cancelado
92888;10 - Cancelado
92897;10 - Cancelado
92910;10 - Cancelado
92916;10 - Cancelado
92918;10 - Cancelado
92946;10 - Cancelado
92953;10 - Cancelado
92968;10 - Cancelado
92969;10 - Cancelado
92976;10 - Cancelado
92985;10 - Cancelado
92986;10 - Cancelado
92989;10 - Cancelado
92996;10 - Cancelado
93004;10 - Cancelado
93014;10 - Cancelado
93021;10 - Cancelado
93053;10 - Cancelado
93062;10 - Cancelado
93065;10 - Cancelado
93070;10 - Cancelado
93097;10 - Cancelado
93122;10 - Cancelado
93125;10 - Cancelado
93142;10 - Cancelado
93151;13 - Denunciado - Compensação
93161;10 - Cancelado
93179;10 - Cancelado
93211;10 - Cancelado
93213;10 - Cancelado
93228;10 - Cancelado
93232;10 - Cancelado
93248;10 - Cancelado
93269;10 - Cancelado
93292;10 - Cancelado
93298;10 - Cancelado
93312;10 - Cancelado
93315;10 - Cancelado
93327;10 - Cancelado
93342;10 - Cancelado
93351;10 - Cancelado
93355;10 - Cancelado
93359;10 - Cancelado
93381;10 - Cancelado
93405;10 - Cancelado
93409;10 - Cancelado
93422;10 - Cancelado
93439;10 - Cancelado
93441;10 - Cancelado
93446;10 - Cancelado
93448;10 - Cancelado
93450;10 - Cancelado
93451;10 - Cancelado
93455;10 - Cancelado
93465;10 - Cancelado
93481;10 - Cancelado
93489;10 - Cancelado
93506;10 - Cancelado
93529;10 - Cancelado
93535;10 - Cancelado
93564;10 - Cancelado
93576;10 - Cancelado
93583;10 - Cancelado
93589;10 - Cancelado
93593;10 - Cancelado
93594;10 - Cancelado
93595;10 - Cancelado
93600;10 - Cancelado
93714;10 - Cancelado
93718;10 - Cancelado
93771;10 - Cancelado
93792;10 - Cancelado
93827;10 - Cancelado
93836;10 - Cancelado
93845;10 - Cancelado
93846;10 - Cancelado
93860;10 - Cancelado
93866;10 - Cancelado
93882;10 - Cancelado
93899;10 - Cancelado
93905;10 - Cancelado
93956;10 - Cancelado
93958;10 - Cancelado
93964;10 - Cancelado
93966;10 - Cancelado
94021;10 - Cancelado
94025;10 - Cancelado
94031;10 - Cancelado
94045;10 - Cancelado
94047;10 - Cancelado
94071;10 - Cancelado
94084;10 - Cancelado
94101;10 - Cancelado
94122;10 - Cancelado
94134;10 - Cancelado
94137;10 - Cancelado
94142;10 - Cancelado
94159;10 - Cancelado
94181;10 - Cancelado
94186;10 - Cancelado
94202;10 - Cancelado
94270;10 - Cancelado
94271;10 - Cancelado
94284;10 - Cancelado
94307;10 - Cancelado
94308;10 - Cancelado
94329;10 - Cancelado
94356;10 - Cancelado
94357;10 - Cancelado
94361;10 - Cancelado
94365;10 - Cancelado
94404;10 - Cancelado
94409;10 - Cancelado
94411;10 - Cancelado
94418;10 - Cancelado
94431;10 - Cancelado
94440;10 - Cancelado
94469;10 - Cancelado
94476;10 - Cancelado
94492;10 - Cancelado
94494;10 - Cancelado
94501;10 - Cancelado
94511;10 - Cancelado
94541;10 - Cancelado
94577;10 - Cancelado
94579;10 - Cancelado
94596;10 - Cancelado
94619;10 - Cancelado
94620;10 - Cancelado
94651;10 - Cancelado
94658;10 - Cancelado
94665;10 - Cancelado
94671;10 - Cancelado
94672;10 - Cancelado
94678;10 - Cancelado
94692;10 - Cancelado
94693;10 - Cancelado
94696;10 - Cancelado
94698;10 - Cancelado
94718;10 - Cancelado
94751;10 - Cancelado
94760;10 - Cancelado
94793;10 - Cancelado
94816;10 - Cancelado
94897;10 - Cancelado
94912;10 - Cancelado
94913;10 - Cancelado
94918;10 - Cancelado
94923;10 - Cancelado
94927;10 - Cancelado
94928;10 - Cancelado
94929;10 - Cancelado
94956;10 - Cancelado
94959;10 - Cancelado
94984;10 - Cancelado
95006;10 - Cancelado
95017;10 - Cancelado
95082;10 - Cancelado
