idcliente;retorno_fornecedora
124562;10 - Cancelado
124587;10 - Cancelado
124628;10 - Cancelado
124693;10 - Cancelado
124700;10 - Cancelado
124720;10 - Cancelado
124726;10 - Cancelado
124731;10 - Cancelado
124809;10 - Cancelado
124908;10 - Cancelado
124976;10 - Cancelado
125048;10 - Cancelado
125073;10 - Cancelado
125082;10 - Cancelado
125156;10 - Cancelado
125160;10 - Cancelado
125208;10 - Cancelado
125222;10 - Cancelado
125225;10 - Cancelado
125262;10 - Cancelado
125270;10 - Cancelado
125342;10 - Cancelado
125401;10 - Cancelado
125411;10 - Cancelado
125414;10 - Cancelado
125415;10 - Cancelado
125424;10 - Cancelado
125513;10 - Cancelado
125567;10 - Cancelado
125589;10 - Cancelado
125591;10 - Cancelado
125608;10 - Cancelado
125670;10 - Cancelado
125780;10 - Cancelado
125807;10 - Cancelado
125821;10 - Cancelado
125847;10 - Cancelado
125928;10 - Cancelado
125948;10 - Cancelado
125999;10 - Cancelado
126006;10 - Cancelado
126008;10 - Cancelado
126087;10 - Cancelado
126165;10 - Cancelado
126198;10 - Cancelado
126248;10 - Cancelado
126265;10 - Cancelado
126295;10 - Cancelado
126406;10 - Cancelado
126437;10 - Cancelado
126462;10 - Cancelado
126481;10 - Cancelado
126501;10 - Cancelado
126543;10 - Cancelado
126552;10 - Cancelado
126578;10 - Cancelado
126579;10 - Cancelado
126584;10 - Cancelado
126598;10 - Cancelado
126603;10 - Cancelado
126625;10 - Cancelado
126639;10 - Cancelado
126647;10 - Cancelado
126677;10 - Cancelado
126696;10 - Cancelado
126794;10 - Cancelado
126800;10 - Cancelado
126840;10 - Cancelado
126852;10 - Cancelado
126915;10 - Cancelado
126930;10 - Cancelado
126958;10 - Cancelado
126974;10 - Cancelado
126979;10 - Cancelado
126980;10 - Cancelado
126981;10 - Cancelado
126987;10 - Cancelado
126995;10 - Cancelado
127006;10 - Cancelado
127040;10 - Cancelado
127091;10 - Cancelado
127115;10 - Cancelado
127173;10 - Cancelado
127212;10 - Cancelado
127246;10 - Cancelado
127298;10 - Cancelado
127330;10 - Cancelado
127333;10 - Cancelado
127359;10 - Cancelado
127369;10 - Cancelado
127374;10 - Cancelado
127388;10 - Cancelado
127416;10 - Cancelado
127420;10 - Cancelado
127437;10 - Cancelado
127490;10 - Cancelado
127492;10 - Cancelado
127498;10 - Cancelado
127499;10 - Cancelado
127503;10 - Cancelado
127524;10 - Cancelado
127564;10 - Cancelado
127576;10 - Cancelado
127607;10 - Cancelado
127627;10 - Cancelado
127651;10 - Cancelado
127660;10 - Cancelado
127680;10 - Cancelado
127691;10 - Cancelado
127696;10 - Cancelado
127729;10 - Cancelado
127762;10 - Cancelado
127784;10 - Cancelado
127797;10 - Cancelado
127802;10 - Cancelado
127811;10 - Cancelado
127819;10 - Cancelado
127866;10 - Cancelado
127889;10 - Cancelado
127894;10 - Cancelado
127908;10 - Cancelado
127926;10 - Cancelado
128074;10 - Cancelado
128096;10 - Cancelado
128110;10 - Cancelado
128120;10 - Cancelado
128162;10 - Cancelado
128193;10 - Cancelado
128207;10 - Cancelado
128239;10 - Cancelado
128242;10 - Cancelado
128247;10 - Cancelado
128294;10 - Cancelado
128375;10 - Cancelado
128415;10 - Cancelado
128421;10 - Cancelado
128428;10 - Cancelado
128443;10 - Cancelado
128526;10 - Cancelado
128539;10 - Cancelado
128544;10 - Cancelado
128566;10 - Cancelado
128578;10 - Cancelado
128602;10 - Cancelado
128636;10 - Cancelado
128778;10 - Cancelado
128780;10 - Cancelado
128785;10 - Cancelado
128834;10 - Cancelado
128893;10 - Cancelado
128928;10 - Cancelado
128960;10 - Cancelado
129081;10 - Cancelado
129182;10 - Cancelado
129201;10 - Cancelado
129230;10 - Cancelado
129361;10 - Cancelado
129366;10 - Cancelado
129370;10 - Cancelado
129387;10 - Cancelado
129404;10 - Cancelado
129448;10 - Cancelado
129487;10 - Cancelado
129498;10 - Cancelado
129577;10 - Cancelado
129651;10 - Cancelado
129659;13 - Denunciado - Compensação
129665;10 - Cancelado
129706;10 - Cancelado
129711;10 - Cancelado
129716;10 - Cancelado
129725;10 - Cancelado
129767;10 - Cancelado
129768;10 - Cancelado
129803;10 - Cancelado
129836;10 - Cancelado
129855;10 - Cancelado
129929;10 - Cancelado
129999;10 - Cancelado
130003;10 - Cancelado
130016;10 - Cancelado
130027;10 - Cancelado
130145;10 - Cancelado
130201;10 - Cancelado
130292;10 - Cancelado
130295;10 - Cancelado
130326;10 - Cancelado
130327;10 - Cancelado
130430;10 - Cancelado
130484;10 - Cancelado
130503;10 - Cancelado
130541;10 - Cancelado
130628;10 - Cancelado
130633;10 - Cancelado
130720;10 - Cancelado
130770;10 - Cancelado
130805;10 - Cancelado
130826;10 - Cancelado
130837;10 - Cancelado
130846;10 - Cancelado
130851;10 - Cancelado
130864;10 - Cancelado
130875;10 - Cancelado
130890;10 - Cancelado
130893;10 - Cancelado
130894;10 - Cancelado
130909;10 - Cancelado
130941;10 - Cancelado
130954;10 - Cancelado
130965;10 - Cancelado
130966;10 - Cancelado
130978;10 - Cancelado
131070;10 - Cancelado
131121;10 - Cancelado
131140;10 - Cancelado
131144;10 - Cancelado
131165;10 - Cancelado
131215;10 - Cancelado
131243;10 - Cancelado
131260;10 - Cancelado
131308;10 - Cancelado
131371;10 - Cancelado
131378;10 - Cancelado
131419;10 - Cancelado
131504;10 - Cancelado
131532;10 - Cancelado
131560;10 - Cancelado
131589;10 - Cancelado
131613;10 - Cancelado
131644;10 - Cancelado
131700;10 - Cancelado
131716;10 - Cancelado
131803;10 - Cancelado
131875;10 - Cancelado
131879;10 - Cancelado
131952;10 - Cancelado
131963;10 - Cancelado
131994;10 - Cancelado
132185;10 - Cancelado
132261;10 - Cancelado
132269;10 - Cancelado
132294;10 - Cancelado
132310;10 - Cancelado
132317;10 - Cancelado
132352;10 - Cancelado
132371;13 - Denunciado - Compensação
132394;10 - Cancelado
132409;10 - Cancelado
132431;10 - Cancelado
132471;10 - Cancelado
132472;10 - Cancelado
132541;10 - Cancelado
132549;10 - Cancelado
132559;10 - Cancelado
132626;10 - Cancelado
132644;10 - Cancelado
132660;10 - Cancelado
132696;10 - Cancelado
132766;10 - Cancelado
132769;10 - Cancelado
132787;10 - Cancelado
132802;10 - Cancelado
132815;10 - Cancelado
132825;10 - Cancelado
132938;10 - Cancelado
133044;10 - Cancelado
133053;10 - Cancelado
133063;10 - Cancelado
133066;10 - Cancelado
133138;10 - Cancelado
133141;10 - Cancelado
133149;10 - Cancelado
133162;10 - Cancelado
133199;10 - Cancelado
133204;10 - Cancelado
133321;10 - Cancelado
133333;10 - Cancelado
133566;10 - Cancelado
133615;10 - Cancelado
133624;10 - Cancelado
133626;10 - Cancelado
133704;10 - Cancelado
133726;10 - Cancelado
133732;10 - Cancelado
133805;10 - Cancelado
133882;10 - Cancelado
133906;10 - Cancelado
133939;10 - Cancelado
133941;10 - Cancelado
133975;10 - Cancelado
134095;10 - Cancelado
134123;10 - Cancelado
134152;10 - Cancelado
134227;10 - Cancelado
134247;10 - Cancelado
134294;10 - Cancelado
134311;10 - Cancelado
134321;10 - Cancelado
134354;10 - Cancelado
134365;10 - Cancelado
134399;10 - Cancelado
134425;10 - Cancelado
134427;10 - Cancelado
134539;10 - Cancelado
134558;10 - Cancelado
134574;10 - Cancelado
134632;10 - Cancelado
134645;10 - Cancelado
134662;10 - Cancelado
134726;10 - Cancelado
134783;10 - Cancelado
134828;10 - Cancelado
134838;10 - Cancelado
134858;10 - Cancelado
134868;10 - Cancelado
134874;10 - Cancelado
134880;10 - Cancelado
134962;10 - Cancelado
135020;10 - Cancelado
135036;10 - Cancelado
135038;10 - Cancelado
135046;10 - Cancelado
135080;10 - Cancelado
135084;10 - Cancelado
135129;10 - Cancelado
135132;10 - Cancelado
135162;10 - Cancelado
135194;10 - Cancelado
135207;10 - Cancelado
135251;10 - Cancelado
135256;10 - Cancelado
135310;10 - Cancelado
135314;10 - Cancelado
135337;10 - Cancelado
135365;10 - Cancelado
135378;10 - Cancelado
135404;10 - Cancelado
135440;10 - Cancelado
135456;10 - Cancelado
135491;10 - Cancelado
135526;10 - Cancelado
135552;10 - Cancelado
135603;10 - Cancelado
135636;10 - Cancelado
135668;10 - Cancelado
135745;10 - Cancelado
135814;10 - Cancelado
135818;10 - Cancelado
135849;10 - Cancelado
135853;10 - Cancelado
135989;10 - Cancelado
136115;10 - Cancelado
136158;10 - Cancelado
136167;10 - Cancelado
136171;10 - Cancelado
136231;10 - Cancelado
136285;10 - Cancelado
136371;10 - Cancelado
136379;10 - Cancelado
136436;10 - Cancelado
136452;10 - Cancelado
136504;10 - Cancelado
136516;10 - Cancelado
136532;10 - Cancelado
136573;10 - Cancelado
136630;10 - Cancelado
136633;10 - Cancelado
136675;10 - Cancelado
136697;10 - Cancelado
136708;10 - Cancelado
136838;10 - Cancelado
136857;10 - Cancelado
136873;10 - Cancelado
136916;10 - Cancelado
136966;10 - Cancelado
137044;10 - Cancelado
137087;10 - Cancelado
137093;10 - Cancelado
137102;10 - Cancelado
137135;10 - Cancelado
137166;10 - Cancelado
137200;10 - Cancelado
137275;10 - Cancelado
137303;10 - Cancelado
137318;10 - Cancelado
137383;10 - Cancelado
137415;10 - Cancelado
137418;10 - Cancelado
137536;10 - Cancelado
137540;10 - Cancelado
137577;10 - Cancelado
137580;10 - Cancelado
137639;10 - Cancelado
137694;10 - Cancelado
137704;10 - Cancelado
137713;10 - Cancelado
137743;10 - Cancelado
137769;10 - Cancelado
137810;13 - Denunciado - Compensação
137845;10 - Cancelado
137878;10 - Cancelado
137879;10 - Cancelado
137900;10 - Cancelado
137945;10 - Cancelado
137978;10 - Cancelado
138025;10 - Cancelado
138079;10 - Cancelado
138129;10 - Cancelado
138171;10 - Cancelado
138272;10 - Cancelado
138331;10 - Cancelado
138334;10 - Cancelado
138335;10 - Cancelado
138337;10 - Cancelado
138401;10 - Cancelado
138477;10 - Cancelado
138478;10 - Cancelado
138648;10 - Cancelado
138665;10 - Cancelado
138692;10 - Cancelado
138714;10 - Cancelado
138726;10 - Cancelado
138729;10 - Cancelado
138744;10 - Cancelado
138786;10 - Cancelado
138795;10 - Cancelado
138806;10 - Cancelado
138811;10 - Cancelado
138835;10 - Cancelado
138856;10 - Cancelado
138883;10 - Cancelado
138886;13 - Denunciado - Compensação
138897;10 - Cancelado
138976;10 - Cancelado
138977;10 - Cancelado
138994;10 - Cancelado
139062;10 - Cancelado
139086;10 - Cancelado
139094;10 - Cancelado
139158;10 - Cancelado
139228;10 - Cancelado
139235;10 - Cancelado
139280;10 - Cancelado
139307;10 - Cancelado
139440;10 - Cancelado
139525;10 - Cancelado
139614;10 - Cancelado
139686;10 - Cancelado
139701;10 - Cancelado
139767;10 - Cancelado
139856;10 - Cancelado
139862;10 - Cancelado
139924;10 - Cancelado
139963;10 - Cancelado
139989;10 - Cancelado
139999;10 - Cancelado
140026;10 - Cancelado
140050;10 - Cancelado
140138;10 - Cancelado
140184;10 - Cancelado
140245;10 - Cancelado
140298;10 - Cancelado
140327;10 - Cancelado
140391;10 - Cancelado
140395;10 - Cancelado
140439;10 - Cancelado
140535;10 - Cancelado
140540;10 - Cancelado
140555;10 - Cancelado
140560;10 - Cancelado
140601;10 - Cancelado
140620;10 - Cancelado
140673;10 - Cancelado
140713;10 - Cancelado
140773;10 - Cancelado
140774;10 - Cancelado
140831;10 - Cancelado
140881;10 - Cancelado
140908;13 - Denunciado - Compensação
140938;10 - Cancelado
140946;13 - Denunciado - Compensação
140949;10 - Cancelado
140964;10 - Cancelado
140976;10 - Cancelado
140989;10 - Cancelado
141035;10 - Cancelado
141080;10 - Cancelado
141083;10 - Cancelado
141094;10 - Cancelado
141191;10 - Cancelado
141192;10 - Cancelado
141209;10 - Cancelado
141239;10 - Cancelado
141280;10 - Cancelado
141291;10 - Cancelado
141388;10 - Cancelado
141442;10 - Cancelado
141451;10 - Cancelado
141470;10 - Cancelado
141471;10 - Cancelado
141495;10 - Cancelado
141501;10 - Cancelado
141521;10 - Cancelado
141535;10 - Cancelado
141540;10 - Cancelado
141547;10 - Cancelado
141551;10 - Cancelado
141572;10 - Cancelado
141600;10 - Cancelado
141662;10 - Cancelado
141672;10 - Cancelado
141686;10 - Cancelado
141693;10 - Cancelado
141698;10 - Cancelado
141729;10 - Cancelado
141804;10 - Cancelado
141806;10 - Cancelado
141871;10 - Cancelado
141907;10 - Cancelado
141914;10 - Cancelado
141966;10 - Cancelado
141977;10 - Cancelado
142024;10 - Cancelado
142044;10 - Cancelado
142066;10 - Cancelado
142072;10 - Cancelado
142086;10 - Cancelado
142169;10 - Cancelado
142182;10 - Cancelado
142191;10 - Cancelado
142193;10 - Cancelado
142227;10 - Cancelado
142248;10 - Cancelado
142349;10 - Cancelado
142420;10 - Cancelado
142425;10 - Cancelado
142471;10 - Cancelado
142514;10 - Cancelado
142521;10 - Cancelado
142570;10 - Cancelado
142576;10 - Cancelado
142609;10 - Cancelado
142622;10 - Cancelado
142646;10 - Cancelado
142684;10 - Cancelado
142687;10 - Cancelado
142704;10 - Cancelado
142748;10 - Cancelado
142761;10 - Cancelado
142765;10 - Cancelado
142803;10 - Cancelado
142874;10 - Cancelado
142877;10 - Cancelado
142889;10 - Cancelado
143012;10 - Cancelado
143077;10 - Cancelado
143095;10 - Cancelado
143183;10 - Cancelado
143234;10 - Cancelado
143239;10 - Cancelado
143273;10 - Cancelado
143299;10 - Cancelado
143328;10 - Cancelado
143339;10 - Cancelado
143362;10 - Cancelado
143378;10 - Cancelado
143445;10 - Cancelado
143470;10 - Cancelado
143560;10 - Cancelado
143563;10 - Cancelado
143578;10 - Cancelado
143612;10 - Cancelado
143653;10 - Cancelado
143666;10 - Cancelado
143685;10 - Cancelado
143702;10 - Cancelado
143703;10 - Cancelado
143739;10 - Cancelado
143754;10 - Cancelado
143797;10 - Cancelado
143856;10 - Cancelado
143906;10 - Cancelado
143909;10 - Cancelado
143927;10 - Cancelado
143955;10 - Cancelado
143970;10 - Cancelado
143983;10 - Cancelado
143992;10 - Cancelado
144039;10 - Cancelado
144177;10 - Cancelado
144215;10 - Cancelado
144220;10 - Cancelado
144249;10 - Cancelado
144320;10 - Cancelado
144323;10 - Cancelado
144332;10 - Cancelado
144371;10 - Cancelado
144372;10 - Cancelado
144396;10 - Cancelado
144398;10 - Cancelado
144399;10 - Cancelado
144402;10 - Cancelado
144404;10 - Cancelado
144504;10 - Cancelado
144613;10 - Cancelado
144638;10 - Cancelado
144847;10 - Cancelado
144872;10 - Cancelado
144907;10 - Cancelado
144982;10 - Cancelado
145070;10 - Cancelado
145082;10 - Cancelado
145088;10 - Cancelado
145092;10 - Cancelado
145138;10 - Cancelado
145146;10 - Cancelado
145221;10 - Cancelado
145227;10 - Cancelado
145292;10 - Cancelado
145431;10 - Cancelado
145464;10 - Cancelado
145474;10 - Cancelado
145510;10 - Cancelado
145517;10 - Cancelado
145539;10 - Cancelado
145579;10 - Cancelado
145614;10 - Cancelado
145617;10 - Cancelado
145623;10 - Cancelado
145632;10 - Cancelado
145636;10 - Cancelado
145637;10 - Cancelado
145660;10 - Cancelado
145904;10 - Cancelado
145905;10 - Cancelado
145918;10 - Cancelado
145933;10 - Cancelado
145936;10 - Cancelado
145943;10 - Cancelado
146030;10 - Cancelado
146061;10 - Cancelado
146082;10 - Cancelado
146179;13 - Denunciado - Compensação
146182;10 - Cancelado
146189;10 - Cancelado
146194;10 - Cancelado
146210;10 - Cancelado
146246;10 - Cancelado
146289;10 - Cancelado
146356;10 - Cancelado
146377;10 - Cancelado
146389;10 - Cancelado
146502;10 - Cancelado
146534;10 - Cancelado
146558;10 - Cancelado
146561;10 - Cancelado
146659;10 - Cancelado
146703;10 - Cancelado
146723;10 - Cancelado
146730;10 - Cancelado
146773;10 - Cancelado
146823;10 - Cancelado
146834;10 - Cancelado
146840;10 - Cancelado
146847;10 - Cancelado
146876;10 - Cancelado
146899;10 - Cancelado
146967;10 - Cancelado
147016;10 - Cancelado
147099;10 - Cancelado
147113;10 - Cancelado
147220;10 - Cancelado
147239;10 - Cancelado
147257;10 - Cancelado
147351;10 - Cancelado
147396;10 - Cancelado
147426;10 - Cancelado
147429;10 - Cancelado
147465;10 - Cancelado
147523;10 - Cancelado
147544;10 - Cancelado
147554;10 - Cancelado
147677;10 - Cancelado
147679;10 - Cancelado
147724;10 - Cancelado
147750;10 - Cancelado
147770;10 - Cancelado
147773;10 - Cancelado
147826;10 - Cancelado
147884;10 - Cancelado
147960;10 - Cancelado
147971;10 - Cancelado
147992;10 - Cancelado
148008;10 - Cancelado
148013;10 - Cancelado
148079;10 - Cancelado
148081;10 - Cancelado
148125;10 - Cancelado
148217;10 - Cancelado
148229;10 - Cancelado
148273;10 - Cancelado
148276;10 - Cancelado
148285;10 - Cancelado
148299;10 - Cancelado
148345;10 - Cancelado
148451;10 - Cancelado
148515;10 - Cancelado
148564;10 - Cancelado
148582;10 - Cancelado
148665;10 - Cancelado
148711;10 - Cancelado
148755;10 - Cancelado
148810;10 - Cancelado
148813;10 - Cancelado
148850;10 - Cancelado
148864;10 - Cancelado
149065;10 - Cancelado
149107;10 - Cancelado
149117;10 - Cancelado
149122;10 - Cancelado
149178;10 - Cancelado
149240;10 - Cancelado
149312;10 - Cancelado
149313;10 - Cancelado
149315;10 - Cancelado
149318;10 - Cancelado
149341;10 - Cancelado
149389;10 - Cancelado
149393;10 - Cancelado
149403;10 - Cancelado
149406;10 - Cancelado
149464;10 - Cancelado
149500;10 - Cancelado
149571;10 - Cancelado
149618;10 - Cancelado
149664;10 - Cancelado
149699;10 - Cancelado
149843;10 - Cancelado
149850;10 - Cancelado
149907;10 - Cancelado
149941;10 - Cancelado
149953;10 - Cancelado
150123;10 - Cancelado
150141;10 - Cancelado
150143;10 - Cancelado
150161;10 - Cancelado
150174;10 - Cancelado
150182;10 - Cancelado
150212;10 - Cancelado
150215;10 - Cancelado
150247;10 - Cancelado
150251;10 - Cancelado
150265;10 - Cancelado
150285;10 - Cancelado
150286;10 - Cancelado
150290;10 - Cancelado
150366;10 - Cancelado
150433;13 - Denunciado - Compensação
150513;10 - Cancelado
150514;10 - Cancelado
150533;10 - Cancelado
150549;10 - Cancelado
150552;10 - Cancelado
150572;10 - Cancelado
150576;10 - Cancelado
150649;10 - Cancelado
150650;10 - Cancelado
150690;10 - Cancelado
150726;10 - Cancelado
150771;10 - Cancelado
150829;10 - Cancelado
150892;10 - Cancelado
150916;10 - Cancelado
150935;10 - Cancelado
150983;10 - Cancelado
151005;10 - Cancelado
151046;13 - Denunciado - Compensação
151074;10 - Cancelado
151143;10 - Cancelado
151188;10 - Cancelado
151211;10 - Cancelado
151251;10 - Cancelado
151275;10 - Cancelado
151378;10 - Cancelado
151449;10 - Cancelado
151459;10 - Cancelado
151461;10 - Cancelado
151499;10 - Cancelado
151544;10 - Cancelado
151553;10 - Cancelado
151658;10 - Cancelado
151666;10 - Cancelado
151684;10 - Cancelado
151730;10 - Cancelado
151745;10 - Cancelado
151761;10 - Cancelado
151786;10 - Cancelado
151808;10 - Cancelado
151916;10 - Cancelado
151945;10 - Cancelado
151955;10 - Cancelado
151972;10 - Cancelado
152015;10 - Cancelado
152035;10 - Cancelado
152041;10 - Cancelado
152075;10 - Cancelado
152181;10 - Cancelado
152187;10 - Cancelado
152191;10 - Cancelado
152208;10 - Cancelado
152216;10 - Cancelado
152220;10 - Cancelado
152245;10 - Cancelado
152256;10 - Cancelado
152301;10 - Cancelado
152410;10 - Cancelado
152418;10 - Cancelado
152436;10 - Cancelado
152516;10 - Cancelado
152561;10 - Cancelado
152578;10 - Cancelado
152590;10 - Cancelado
152619;10 - Cancelado
152716;10 - Cancelado
152788;10 - Cancelado
152842;10 - Cancelado
152885;10 - Cancelado
152895;10 - Cancelado
152971;10 - Cancelado
153051;10 - Cancelado
153101;10 - Cancelado
153126;10 - Cancelado
153152;10 - Cancelado
153224;10 - Cancelado
153252;10 - Cancelado
153258;10 - Cancelado
153273;10 - Cancelado
153310;10 - Cancelado
153318;10 - Cancelado
153437;10 - Cancelado
153492;10 - Cancelado
153536;10 - Cancelado
153555;10 - Cancelado
153557;10 - Cancelado
153582;10 - Cancelado
153664;10 - Cancelado
153690;10 - Cancelado
153707;10 - Cancelado
153716;10 - Cancelado
153760;10 - Cancelado
153834;10 - Cancelado
153843;10 - Cancelado
153853;10 - Cancelado
153921;10 - Cancelado
154091;10 - Cancelado
154166;10 - Cancelado
154175;10 - Cancelado
154207;10 - Cancelado
154248;10 - Cancelado
154257;10 - Cancelado
154344;10 - Cancelado
154414;10 - Cancelado
154441;10 - Cancelado
154501;10 - Cancelado
154571;10 - Cancelado
154690;10 - Cancelado
154807;10 - Cancelado
154843;10 - Cancelado
154902;13 - Denunciado - Compensação
154909;10 - Cancelado
154941;10 - Cancelado
154967;10 - Cancelado
154984;10 - Cancelado
154991;10 - Cancelado
155001;10 - Cancelado
155031;10 - Cancelado
155045;10 - Cancelado
155084;10 - Cancelado
155118;10 - Cancelado
155218;10 - Cancelado
155226;10 - Cancelado
155257;10 - Cancelado
155339;10 - Cancelado
155365;10 - Cancelado
155379;10 - Cancelado
155413;10 - Cancelado
155432;10 - Cancelado
155529;10 - Cancelado
155530;10 - Cancelado
155648;10 - Cancelado
155681;10 - Cancelado
155696;10 - Cancelado
155724;10 - Cancelado
155725;10 - Cancelado
155728;13 - Denunciado - Compensação
155767;10 - Cancelado
155768;10 - Cancelado
155820;10 - Cancelado
155826;10 - Cancelado
155877;10 - Cancelado
155928;10 - Cancelado
155954;10 - Cancelado
156006;13 - Denunciado - Compensação
156025;10 - Cancelado
156072;10 - Cancelado
156101;10 - Cancelado
156103;10 - Cancelado
156129;10 - Cancelado
156132;10 - Cancelado
156191;10 - Cancelado
156207;10 - Cancelado
156274;10 - Cancelado
156514;10 - Cancelado
156524;10 - Cancelado
156535;10 - Cancelado
156573;10 - Cancelado
156649;10 - Cancelado
156694;10 - Cancelado
156771;10 - Cancelado
156802;10 - Cancelado
156864;10 - Cancelado
156900;10 - Cancelado
156948;10 - Cancelado
157031;10 - Cancelado
157093;10 - Cancelado
157140;10 - Cancelado
157183;10 - Cancelado
157209;10 - Cancelado
157282;10 - Cancelado
157308;10 - Cancelado
157352;10 - Cancelado
157375;10 - Cancelado
157390;10 - Cancelado
157394;10 - Cancelado
157421;10 - Cancelado
157444;10 - Cancelado
157451;10 - Cancelado
157479;10 - Cancelado
157633;10 - Cancelado
157639;10 - Cancelado
157693;10 - Cancelado
157791;10 - Cancelado
157832;10 - Cancelado
158108;10 - Cancelado
158152;10 - Cancelado
158212;10 - Cancelado
158243;10 - Cancelado
158258;10 - Cancelado
158260;10 - Cancelado
158278;10 - Cancelado
158288;10 - Cancelado
158468;10 - Cancelado
158526;12 - Denunciado - Saldo Completo
158541;10 - Cancelado
158552;10 - Cancelado
158616;10 - Cancelado
158669;10 - Cancelado
158845;10 - Cancelado
159076;10 - Cancelado
159094;10 - Cancelado
159137;10 - Cancelado
159260;10 - Cancelado
159273;10 - Cancelado
159548;10 - Cancelado
159571;10 - Cancelado
159727;10 - Cancelado
159801;10 - Cancelado
159994;10 - Cancelado
160044;10 - Cancelado
160081;10 - Cancelado
160259;13 - Denunciado - Compensação
160274;10 - Cancelado
160291;10 - Cancelado
160355;10 - Cancelado
160358;10 - Cancelado
160388;10 - Cancelado
160413;10 - Cancelado
160507;10 - Cancelado
160531;10 - Cancelado
160632;10 - Cancelado
160655;10 - Cancelado
160685;10 - Cancelado
160702;10 - Cancelado
160713;10 - Cancelado
160762;10 - Cancelado
160828;10 - Cancelado
160961;10 - Cancelado
160987;10 - Cancelado
160995;10 - Cancelado
161005;10 - Cancelado
161009;10 - Cancelado
161048;10 - Cancelado
161070;10 - Cancelado
161218;10 - Cancelado
161284;10 - Cancelado
161428;10 - Cancelado
161468;10 - Cancelado
161582;10 - Cancelado
161659;10 - Cancelado
161711;10 - Cancelado
161779;13 - Denunciado - Compensação
161965;10 - Cancelado
162037;10 - Cancelado
162043;10 - Cancelado
162062;10 - Cancelado
162175;10 - Cancelado
162186;10 - Cancelado
162188;10 - Cancelado
162251;10 - Cancelado
162370;10 - Cancelado
162714;10 - Cancelado
162785;10 - Cancelado
162808;10 - Cancelado
163059;10 - Cancelado
163170;10 - Cancelado
163268;10 - Cancelado
163290;10 - Cancelado
163342;10 - Cancelado
163468;10 - Cancelado
163475;10 - Cancelado
163584;10 - Cancelado
163618;10 - Cancelado
163626;10 - Cancelado
163738;10 - Cancelado
164017;10 - Cancelado
164050;10 - Cancelado
164124;10 - Cancelado
164137;10 - Cancelado
164153;10 - Cancelado
164155;10 - Cancelado
164263;10 - Cancelado
164389;10 - Cancelado
164442;10 - Cancelado
164460;10 - Cancelado
164466;10 - Cancelado
164699;10 - Cancelado
164772;13 - Denunciado - Compensação
164848;10 - Cancelado
164873;10 - Cancelado
164900;10 - Cancelado
165028;10 - Cancelado
165041;10 - Cancelado
165066;10 - Cancelado
165326;10 - Cancelado
165472;10 - Cancelado
165481;12 - Denunciado - Saldo Completo
165510;10 - Cancelado
165642;10 - Cancelado
165648;10 - Cancelado
165682;13 - Denunciado - Compensação
165746;10 - Cancelado
165963;10 - Cancelado
165995;10 - Cancelado
166024;10 - Cancelado
166121;10 - Cancelado
166210;10 - Cancelado
166244;10 - Cancelado
166481;10 - Cancelado
166492;10 - Cancelado
166594;13 - Denunciado - Compensação
166664;10 - Cancelado
166697;10 - Cancelado
166708;10 - Cancelado
166723;10 - Cancelado
166755;10 - Cancelado
167033;10 - Cancelado
167043;10 - Cancelado
167072;10 - Cancelado
167108;10 - Cancelado
167249;10 - Cancelado
167306;10 - Cancelado
167311;10 - Cancelado
167390;10 - Cancelado
167411;10 - Cancelado
167432;10 - Cancelado
167580;10 - Cancelado
167640;10 - Cancelado
167694;10 - Cancelado
167749;10 - Cancelado
167755;10 - Cancelado
168113;10 - Cancelado
168166;10 - Cancelado
168217;10 - Cancelado
168230;10 - Cancelado
168236;10 - Cancelado
168367;10 - Cancelado
168431;10 - Cancelado
168433;10 - Cancelado
168451;10 - Cancelado
168694;10 - Cancelado
168826;10 - Cancelado
169038;10 - Cancelado
169104;10 - Cancelado
169280;10 - Cancelado
169368;10 - Cancelado
169373;10 - Cancelado
169475;10 - Cancelado
169482;10 - Cancelado
169499;10 - Cancelado
169708;10 - Cancelado
169729;10 - Cancelado
169769;10 - Cancelado
169774;10 - Cancelado
169796;10 - Cancelado
169836;10 - Cancelado
169866;10 - Cancelado
169867;10 - Cancelado
169881;10 - Cancelado
170028;10 - Cancelado
170058;10 - Cancelado
170060;10 - Cancelado
170123;10 - Cancelado
170162;10 - Cancelado
170198;10 - Cancelado
170236;10 - Cancelado
170275;10 - Cancelado
170321;10 - Cancelado
170350;10 - Cancelado
170565;10 - Cancelado
170728;10 - Cancelado
170841;10 - Cancelado
170913;10 - Cancelado
170985;10 - Cancelado
171098;10 - Cancelado
171130;10 - Cancelado
171139;10 - Cancelado
171153;10 - Cancelado
171252;10 - Cancelado
171261;13 - Denunciado - Compensação
171328;10 - Cancelado
171337;10 - Cancelado
171376;10 - Cancelado
171480;10 - Cancelado
171550;10 - Cancelado
171569;10 - Cancelado
171737;10 - Cancelado
171767;10 - Cancelado
171777;13 - Denunciado - Compensação
171869;13 - Denunciado - Compensação
171871;10 - Cancelado
171931;10 - Cancelado
171955;10 - Cancelado
172211;10 - Cancelado
172281;10 - Cancelado
172302;10 - Cancelado
172323;10 - Cancelado
172363;10 - Cancelado
172434;10 - Cancelado
172471;10 - Cancelado
172489;10 - Cancelado
172517;10 - Cancelado
172617;10 - Cancelado
172667;10 - Cancelado
172733;10 - Cancelado
172787;10 - Cancelado
